"ID","Player","Team","Position","Prim Pos","Rookie","RkOv","Status","Age","Salary","Contract","Score","Ros","+/-","GP","Pt-D","G","A","2G+A","PIM","SOG","STP","Hit","Blk","Tk","Cor"
"*06cec*","Matthew Andonovski","OTT","D","D","","1177","FA","21","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*060q5*","Pontus Andreasson","DET","F","F","","1178","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06h9l*","Max Andreev","(N/A)","F","F","","1180","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02eg3*","Andy Andreoff","(N/A)","F","F","","1183","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02fk7*","Brent Andrews","(N/A)","F","F","","1184","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ybi*","Maxim Andreyev","(N/A)","F","F","","1186","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02zri*","Sven Andrighetto","(N/A)","F","F","","1187","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01nlk*","Sergey Andronov","(N/A)","F","F","","1188","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01zuj*","Bryce Aneloski","OTT","D","D","","1189","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*042wp*","Jonathan Ang","(N/A)","F","F","","1190","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004lp*","Mike Angelidis","CGY","F","F","","1191","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ed3*","Anthony Angello","(N/A)","F","F","","1192","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*051wd*","Tyler Angle","(N/A)","F","F","","1193","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06803*","Dylan Anhorn","CHI","D","D","","1194","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0243t*","Vitaly Anikeyenko","OTT","D","D","","1195","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0791b*","Arseni Anisimov","(N/A)","D","D","","1196","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*00404*","Artem Anisimov","DET","F","F","","1197","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06tb2*","Karl Annborn","SEA","D","D","","1198","FA","19","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04gei*","Nikita Anokhovski","(N/A)","F","F","","1199","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06bnl*","Ivan Anoshko","(N/A)","F","F","","1200","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*048te*","Brandon Anselmini","(N/A)","D","D","","1201","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01bvi*","Sergei Anshakov","PIT","F","F","","1202","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05no8*","Raivis Ansons","(N/A)","F","F","","1203","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*023oz*","Steven Anthony","(N/A)","F","F","","1204","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02yev*","Victor Antipin","(N/A)","D","D","","1205","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xtd*","Joose Antonen","(N/A)","F","F","","1206","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03et9*","Eliot Antonietti","(N/A)","D","D","","1207","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*051x6*","Danil Antropov","(N/A)","F","F","","1208","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03xne*","Daniil Apalkov","(N/A)","F","F","","1210","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*064tt*","Tommy Apap","(N/A)","F","F","","1211","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003ys*","Luciano Aquino","(N/A)","F","F","","1213","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02fq2*","Olivier Archambault","(N/A)","F","F","","1214","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003ux*","Andrew Archer","(N/A)","D","D","","1215","FA","43","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01zuq*","Brandon Archibald","(N/A)","D","D","","1216","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0256z*","Darren Archibald","(N/A)","F","F","","1217","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02iqz*","Josh Archibald","(N/A)","F","F","","1218","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*026hb*","Mark Arcobello","(N/A)","F","F","","1219","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ubd*","Francesco Arcuri","(N/A)","F","F","","1220","FA","23","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mb9*","Charles Arend","(N/A)","F","F","","1222","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*078r3*","Ivan Arkhipov","(N/A)","F","F","","1224","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*076yd*","Luka Arkko","DET","F","F","R","1225","FA","18","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0044z*","Colby Armstrong","(N/A)","F","F","","1227","FA","43","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*043c2*","Jamie Armstrong","(N/A)","F","F","","1228","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004j8*","John Armstrong","CGY","F","F","","1229","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*00462*","Riley Armstrong","(N/A)","F","F","","1230","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031oh*","Linus Arnesson","(N/A)","D","D","","1231","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01df8*","Jamie Arniel","(N/A)","F","F","","1232","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01ztd*","Bill Arnold","(N/A)","F","F","","1233","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02ir3*","Scott Arnold","(N/A)","F","F","","1234","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*060om*","Liam Arnsby","FLA","F","F","","1235","FA","22","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*023p2*","Taylor Aronson","(N/A)","D","D","","1237","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03km0*","Vincent Arseneau","MTL","F","F","","1238","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06luy*","Nikita Artamonov","CAR","F","F","","1239","SPG","20","0","MNR","0","20%","-3%","0","0","0","0","0","0","0","0","0","0","0","0"
"*00qnv*","Evgeny Artyukhin","(N/A)","F","F","","1240","FA","43","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*07ant*","Tristan Ashbrook","(N/A)","F","F","","1242","W <small>(Sun)</small>","28","1,000,000","FA","0","0%","-","0","0","0","0","0","0","0","0","0","0","0","0"
"*01f69*","Carter Ashton","(N/A)","F","F","","1243","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mhr*","Luke Ashton","CBJ","D","D","","1244","FA","21","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rod*","Cameron Askew","(N/A)","F","F","","1245","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ykh*","Matthias Asperup","(N/A)","F","F","","1247","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mqk*","Nathan Aspinall","NYR","F","F","","1248","FA","20","1,000,000","FA","0","8%","-1%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04fjb*","Jonatan Asplund","(N/A)","D","D","","1249","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*061bj*","Oskar Asplund","(N/A)","D","D","","1250","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03wpl*","Rasmus Asplund","FLA","F","F","","1251","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0510m*","Samuel Asselin","NYI","F","F","","1252","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003rd*","Peter Aston","(N/A)","D","D","","1253","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03wh5*","Spencer Asuchak","(N/A)","F","F","","1254","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ua4*","Vasili Atanasov","(N/A)","F","F","","1255","FA","24","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02nqh*","Andreas Athanasiou","CHI","F","F","","1256","FA","32","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*015sl*","P.J. Atherton","DET","D","D","","1257","FA","44","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01yj4*","Cam Atkinson","(N/A)","F","F","","1258","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0597n*","Josh Atkinson","(N/A)","D","D","","1259","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*050mn*","Ronnie Attard","DET","D","D","","1260","FA","27","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004m9*","Brent Aubin","(N/A)","F","F","","1261","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004kk*","Mathieu Aubin","(N/A)","F","F","","1262","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01zqh*","Louis-Marc Aubry","(N/A)","F","F","","1264","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05oxx*","Kyle Aucoin","TBL","D","D","","1265","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ed5*","Daniel Audette","(N/A)","F","F","","1266","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031pp*","Justin Auger","(N/A)","F","F","","1267","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01bu2*","Keith Aulie","(N/A)","D","D","","1270","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01m17*","Jared Aulin","(N/A)","F","F","","1271","FA","44","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031r0*","Gage Ausmus","(N/A)","D","D","","1272","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02odr*","Brady Austin","(N/A)","D","D","","1273","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04110*","Yohann Auvitu","(N/A)","D","D","","1275","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uxi*","Matvei Averochkin","(N/A)","F","F","","1276","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03kh8*","Mike Aviani","TBL","F","F","","1277","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05x1b*","Jon-Randall Avon","SEA","F","F","","1278","FA","23","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mci*","Fyodor Avramov","CAR","F","F","","1279","FA","20","1,000,000","FA","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01gjg*","Alexander Avtsin","(N/A)","F","F","","1280","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*005ip*","Dick Axelsson","(N/A)","F","F","","1282","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01g16*","Justin Azevedo","(N/A)","F","F","","1283","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*00qkn*","Anton Babchuk","(N/A)","D","D","","1284","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mh8*","Matvei Babenko","(N/A)","F","F","","1285","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*043po*","Yegor Babenko","(N/A)","F","F","","1286","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003is*","Noah Babin","(N/A)","D","D","","1287","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rh0*","Karch Bachman","FLA","F","F","","1288","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02fzc*","Mattias Backman","(N/A)","D","D","","1290","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01t64*","Sean Backman","(N/A)","F","F","","1291","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004by*","Nicklas Backstrom","WSH","F","F","","1292","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uh4*","Robert Baco","(N/A)","F","F","","1293","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03edj*","Brandon Baddock","TOR","F","F","","1294","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*062nj*","Grayson Badger","(N/A)","F","F","","1295","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04f1p*","Jack Badini","(N/A)","F","F","","1296","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06lv2*","Dominik Badinka","CAR","D","D","","1297","mcianfra","20","0","MNR","0","8%","-1%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03gu7*","Daniel Muzito Bagenda","(N/A)","F","F","","1298","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03hfh*","Nick Bailen","(N/A)","D","D","","1299","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03m3r*","Casey Bailey","WSH","F","F","","1300","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*005gm*","Jason Bailey","(N/A)","F","F","","1301","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*015ol*","Josh Bailey","(N/A)","F","F","","1302","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031oc*","Justin Bailey","ANA","F","F","","1303","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*032dc*","Matt Bailey","(N/A)","F","F","","1304","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02o7x*","Robbie Baillargeon","(N/A)","F","F","","1305","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03emu*","Tyson Baillie","CGY","F","F","","1306","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*045z8*","Patrick Bajkov","(N/A)","F","F","","1307","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0657e*","Andrei Bakanov","(N/A)","F","F","","1308","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06lv8*","Austin Baker","DET","F","F","","1309","FA","20","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05nse*","Daniel Baker","(N/A)","D","D","","1310","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03kh2*","Justin Baker","MTL","D","D","","1311","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hbj*","Solag Bakich","DAL","F","F","","1312","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06log*","Eskild Bakke Olsen","OTT","F","F","","1313","FA","24","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qg7*","Martin Bakos","(N/A)","F","F","","1314","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rie*","Rudolfs Balcers","TBL","F","F","","1315","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*038t7*","Corbin Baldwin","MIN","D","D","","1316","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06tar*","Everett Baldwin","TBL","D","D","","1317","FA","19","1,000,000","FA","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004mg*","Gord Baldwin","(N/A)","D","D","","1318","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01syw*","Lee Baldwin","(N/A)","D","D","","1319","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004ao*","Jozef Balej","(N/A)","F","F","","1320","FA","44","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02g6g*","Chase Balisy","(N/A)","F","F","","1321","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0043v*","Keith Ballard","(N/A)","D","D","","1322","FA","43","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04wwj*","Mitchell Balmas","(N/A)","F","F","","1323","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03kit*","Chris Baltisberger","(N/A)","F","F","","1324","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*023ok*","Carter Bancks","VAN","F","F","","1325","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06l24*","Dalton Bancroft","(N/A)","F","F","","1326","FA","25","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02jzh*","Daniel Bang","(N/A)","F","F","","1327","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uep*","Caedan Bankier","MIN","F","F","","1328","FA","23","1,000,000","FA","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uar*","Matvei Bannikov","(N/A)","F","F","","1329","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ltd*","Carson Bantle","DET","F","F","","1330","FA","24","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031ot*","Nicholas Baptiste","TOR","F","F","","1331","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tus*","Jack Bar","SJS","D","D","","1332","FA","23","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
